Unnamed: 0,reaction_id_raw,standard_dGr_prime(kJ/mol),SD(kJ/mol),reaction_id_bigg
0,EX_co2_e,,,EX_co2_e
1,EX_cobalt2_e,,,EX_cobalt2_e
2,EX_colipa_e,,,EX_colipa_e
3,EX_colipap_e,,,EX_colipap_e
4,EX_cpgn_e,,,EX_cpgn_e
5,EX_cpgn_un_e,,,EX_cpgn_un_e
6,EX_fe3dcit_e,,,EX_fe3dcit_e
7,EX_crn_e,,,EX_crn_e
8,EX_crn__D_e,,,EX_crn__D_e
9,EX_fe3dhbzs_e,,,EX_fe3dhbzs_e
10,EX_fe3hox_e,,,EX_fe3hox_e
11,EX_csn_e,,,EX_csn_e
12,EX_fe3hox_un_e,,,EX_fe3hox_un_e
13,EX_cu_e,,,EX_cu_e
14,EX_fecrm_e,,,EX_fecrm_e
15,EX_fecrm_un_e,,,EX_fecrm_un_e
16,EX_cu2_e,,,EX_cu2_e
17,EX_feenter_e,,,EX_feenter_e
18,EX_cyan_e,,,EX_cyan_e
19,EX_feoxam_e,,,EX_feoxam_e
20,EX_feoxam_un_e,,,EX_feoxam_un_e
21,EX_cynt_e,,,EX_cynt_e
22,EX_but_e,,,EX_but_e
23,EX_for_e,,,EX_for_e
24,EX_cys__D_e,,,EX_cys__D_e
25,EX_fru_e,,,EX_fru_e
26,EX_frulys_e,,,EX_frulys_e
27,EX_cys__L_e,,,EX_cys__L_e
28,EX_fruur_e,,,EX_fruur_e
29,EX_fuc__L_e,,,EX_fuc__L_e
30,EX_fum_e,,,EX_fum_e
31,EX_all__D_e,,,EX_all__D_e
32,EX_alltn_e,,,EX_alltn_e
33,EX_amp_e,,,EX_amp_e
34,EX_anhgm_e,,,EX_anhgm_e
35,EX_arab__L_e,,,EX_arab__L_e
36,EX_arbt_e,,,EX_arbt_e
37,EX_arbtn_e,,,EX_arbtn_e
38,EX_arbtn_fe3_e,,,EX_arbtn_fe3_e
39,EX_arg__L_e,,,EX_arg__L_e
40,EX_ascb__L_e,,,EX_ascb__L_e
41,EX_fusa_e,,,EX_fusa_e
42,EX_g1p_e,,,EX_g1p_e
43,EX_g3pc_e,,,EX_g3pc_e
44,EX_g3pe_e,,,EX_g3pe_e
45,EX_g3pg_e,,,EX_g3pg_e
46,EX_g3pi_e,,,EX_g3pi_e
47,EX_g3ps_e,,,EX_g3ps_e
48,EX_cytd_e,,,EX_cytd_e
49,EX_dad_2_e,,,EX_dad_2_e
50,EX_g6p_e,,,EX_g6p_e
51,EX_gal_e,,,EX_gal_e
52,EX_gal_bD_e,,,EX_gal_bD_e
53,EX_asn__L_e,,,EX_asn__L_e
54,EX_aso3_e,,,EX_aso3_e
55,EX_gal1p_e,,,EX_gal1p_e
56,EX_asp__L_e,,,EX_asp__L_e
57,EX_damp_e,,,EX_damp_e
58,EX_btn_e,,,EX_btn_e
59,EX_galct__D_e,,,EX_galct__D_e
60,EX_galctn__D_e,,,EX_galctn__D_e
61,EX_butso3_e,,,EX_butso3_e
62,EX_dca_e,,,EX_dca_e
63,EX_ca2_e,,,EX_ca2_e
64,EX_cbi_e,,,EX_cbi_e
65,EX_galctn__L_e,,,EX_galctn__L_e
66,EX_galt_e,,,EX_galt_e
67,EX_galur_e,,,EX_galur_e
68,EX_cbl1_e,,,EX_cbl1_e
69,EX_cd2_e,,,EX_cd2_e
70,EX_dcmp_e,,,EX_dcmp_e
71,EX_cgly_e,,,EX_cgly_e
72,EX_chol_e,,,EX_chol_e
73,EX_chtbs_e,,,EX_chtbs_e
74,EX_cit_e,,,EX_cit_e
75,EX_gam_e,,,EX_gam_e
76,EX_gam6p_e,,,EX_gam6p_e
77,EX_gbbtn_e,,,EX_gbbtn_e
78,EX_gdp_e,,,EX_gdp_e
79,EX_glc__D_e,,,EX_glc__D_e
80,EX_glcn_e,,,EX_glcn_e
81,EX_cl_e,,,EX_cl_e
82,EX_dcyt_e,,,EX_dcyt_e
83,EX_cm_e,,,EX_cm_e
84,EX_cmp_e,,,EX_cmp_e
85,EX_glcr_e,,,EX_glcr_e
86,EX_glcur_e,,,EX_glcur_e
87,EX_glcur1p_e,,,EX_glcur1p_e
88,EX_ddca_e,,,EX_ddca_e
89,EX_gln__L_e,,,EX_gln__L_e
90,EX_glu__L_e,,,EX_glu__L_e
91,EX_dgmp_e,,,EX_dgmp_e
92,EX_gly_e,,,EX_gly_e
93,EX_glyald_e,,,EX_glyald_e
94,DM_4crsol_c,,,DM_4crsol_c
95,EX_dgsn_e,,,EX_dgsn_e
96,EX_glyb_e,,,EX_glyb_e
97,EX_glyc_e,,,EX_glyc_e
98,EX_glyc__R_e,,,EX_glyc__R_e
99,EX_glyc2p_e,,,EX_glyc2p_e
100,EX_dha_e,,,EX_dha_e
101,EX_glyc3p_e,,,EX_glyc3p_e
102,DM_5drib_c,,,DM_5drib_c
103,EX_glyclt_e,,,EX_glyclt_e
104,EX_dimp_e,,,EX_dimp_e
105,EX_gmp_e,,,EX_gmp_e
106,DM_aacald_c,,,DM_aacald_c
107,EX_gsn_e,,,EX_gsn_e
108,EX_gthox_e,,,EX_gthox_e
109,EX_gthrd_e,,,EX_gthrd_e
110,EX_gtp_e,,,EX_gtp_e
111,DM_amob_c,,,DM_amob_c
112,DM_mththf_c,,,DM_mththf_c
113,DM_oxam_c,,,DM_oxam_c
114,BIOMASS_Ec_iJO1366_WT_53p95M,,,BIOMASS_Ec_iJO1366_WT_53p95M
115,BIOMASS_Ec_iJO1366_core_53p95M,,,BIOMASS_Ec_iJO1366_core_53p95M
116,EX_gua_e,,,EX_gua_e
117,EX_h_e,,,EX_h_e
118,EX_h2_e,,,EX_h2_e
119,EX_din_e,,,EX_din_e
120,EX_h2o_e,,,EX_h2o_e
121,EX_h2o2_e,,,EX_h2o2_e
122,EX_12ppd__R_e,,,EX_12ppd__R_e
123,EX_12ppd__S_e,,,EX_12ppd__S_e
124,EX_14glucan_e,,,EX_14glucan_e
125,EX_h2s_e,,,EX_h2s_e
126,EX_dms_e,,,EX_dms_e
127,EX_hacolipa_e,,,EX_hacolipa_e
128,EX_15dap_e,,,EX_15dap_e
129,EX_23camp_e,,,EX_23camp_e
130,EX_halipa_e,,,EX_halipa_e
131,EX_dmso_e,,,EX_dmso_e
132,EX_23ccmp_e,,,EX_23ccmp_e
133,EX_dopa_e,,,EX_dopa_e
134,EX_23cgmp_e,,,EX_23cgmp_e
135,EX_23cump_e,,,EX_23cump_e
136,EX_hdca_e,,,EX_hdca_e
137,EX_hdcea_e,,,EX_hdcea_e
138,EX_23dappa_e,,,EX_23dappa_e
139,EX_doxrbcn_e,,,EX_doxrbcn_e
140,EX_26dap__M_e,,,EX_26dap__M_e
141,EX_hg2_e,,,EX_hg2_e
142,EX_his__L_e,,,EX_his__L_e
143,EX_hom__L_e,,,EX_hom__L_e
144,EX_hxa_e,,,EX_hxa_e
145,EX_hxan_e,,,EX_hxan_e
146,EX_2ddglcn_e,,,EX_2ddglcn_e
147,EX_34dhpac_e,,,EX_34dhpac_e
148,EX_3amp_e,,,EX_3amp_e
149,EX_3cmp_e,,,EX_3cmp_e
150,EX_dtmp_e,,,EX_dtmp_e
151,EX_3gmp_e,,,EX_3gmp_e
152,EX_3hcinnm_e,,,EX_3hcinnm_e
153,EX_3hpp_e,,,EX_3hpp_e
154,EX_dump_e,,,EX_dump_e
155,EX_3hpppn_e,,,EX_3hpppn_e
156,EX_duri_e,,,EX_duri_e
157,EX_3ump_e,,,EX_3ump_e
158,EX_4abut_e,,,EX_4abut_e
159,EX_idon__L_e,,,EX_idon__L_e
160,EX_4hoxpacd_e,,,EX_4hoxpacd_e
161,EX_eca4colipa_e,,,EX_eca4colipa_e
162,EX_5dglcn_e,,,EX_5dglcn_e
163,EX_ile__L_e,,,EX_ile__L_e
164,EX_imp_e,,,EX_imp_e
165,EX_indole_e,,,EX_indole_e
166,EX_5mtr_e,,,EX_5mtr_e
167,EX_enlipa_e,,,EX_enlipa_e
168,EX_LalaDglu_e,,,EX_LalaDglu_e
169,EX_LalaDgluMdap_e,,,EX_LalaDgluMdap_e
170,EX_inost_e,,,EX_inost_e
171,EX_ins_e,,,EX_ins_e
172,EX_LalaDgluMdapDala_e,,,EX_LalaDgluMdapDala_e
173,EX_isetac_e,,,EX_isetac_e
174,EX_enter_e,,,EX_enter_e
175,EX_k_e,,,EX_k_e
176,EX_LalaLglu_e,,,EX_LalaLglu_e
177,EX_ac_e,,,EX_ac_e
178,EX_etha_e,,,EX_etha_e
179,EX_acac_e,,,EX_acac_e
180,EX_kdo2lipid4_e,,,EX_kdo2lipid4_e
181,EX_lac__D_e,,,EX_lac__D_e
182,EX_lac__L_e,,,EX_lac__L_e
183,EX_lcts_e,,,EX_lcts_e
184,EX_acald_e,,,EX_acald_e
185,EX_acgal_e,,,EX_acgal_e
186,EX_acgal1p_e,,,EX_acgal1p_e
187,EX_acgam_e,,,EX_acgam_e
188,EX_leu__L_e,,,EX_leu__L_e
189,EX_lipa_e,,,EX_lipa_e
190,EX_lipa_cold_e,,,EX_lipa_cold_e
191,EX_acgam1p_e,,,EX_acgam1p_e
192,EX_acmana_e,,,EX_acmana_e
193,EX_ethso3_e,,,EX_ethso3_e
194,EX_acmum_e,,,EX_acmum_e
195,EX_acnam_e,,,EX_acnam_e
196,EX_lipoate_e,,,EX_lipoate_e
197,EX_lys__L_e,,,EX_lys__L_e
198,EX_lyx__L_e,,,EX_lyx__L_e
199,EX_mal__D_e,,,EX_mal__D_e
200,EX_etoh_e,,,EX_etoh_e
201,EX_mal__L_e,,,EX_mal__L_e
202,EX_acolipa_e,,,EX_acolipa_e
203,EX_acser_e,,,EX_acser_e
204,EX_ade_e,,,EX_ade_e
205,EX_f6p_e,,,EX_f6p_e
206,EX_adn_e,,,EX_adn_e
207,EX_malt_e,,,EX_malt_e
208,EX_malthx_e,,,EX_malthx_e
209,EX_adocbl_e,,,EX_adocbl_e
210,EX_fald_e,,,EX_fald_e
211,EX_ag_e,,,EX_ag_e
212,EX_maltpt_e,,,EX_maltpt_e
213,EX_agm_e,,,EX_agm_e
214,EX_malttr_e,,,EX_malttr_e
215,EX_fe2_e,,,EX_fe2_e
216,EX_maltttr_e,,,EX_maltttr_e
217,EX_akg_e,,,EX_akg_e
218,EX_ala_B_e,,,EX_ala_B_e
219,EX_ala__D_e,,,EX_ala__D_e
220,EX_ala__L_e,,,EX_ala__L_e
221,EX_alaala_e,,,EX_alaala_e
222,EX_man_e,,,EX_man_e
223,EX_man6p_e,,,EX_man6p_e
224,EX_manglyc_e,,,EX_manglyc_e
225,EX_melib_e,,,EX_melib_e
226,EX_fe3_e,,,EX_fe3_e
227,EX_meoh_e,,,EX_meoh_e
228,EX_met__D_e,,,EX_met__D_e
229,EX_met__L_e,,,EX_met__L_e
230,EX_metsox_R__L_e,,,EX_metsox_R__L_e
231,2AGPE120tipp,102.68363753810723,2.967588989122305e-05,2AGPE120tipp
232,EX_metsox_S__L_e,,,EX_metsox_S__L_e
233,EX_mg2_e,,,EX_mg2_e
234,EX_mincyc_e,,,EX_mincyc_e
235,EX_minohp_e,,,EX_minohp_e
236,EX_mmet_e,,,EX_mmet_e
237,EX_slnt_e,,,EX_slnt_e
238,EX_so2_e,,,EX_so2_e
239,EX_so3_e,,,EX_so3_e
240,EX_so4_e,,,EX_so4_e
241,EX_spmd_e,,,EX_spmd_e
242,EX_succ_e,,,EX_succ_e
243,EX_sucr_e,,,EX_sucr_e
244,EX_mn2_e,,,EX_mn2_e
245,EX_mnl_e,,,EX_mnl_e
246,EX_mobd_e,,,EX_mobd_e
247,EX_sulfac_e,,,EX_sulfac_e
248,2AGPE140tipp,114.09352648133924,3.184812885592692e-05,2AGPE140tipp
249,EX_tartr__D_e,,,EX_tartr__D_e
250,EX_tartr__L_e,,,EX_tartr__L_e
251,EX_mso3_e,,,EX_mso3_e
252,EX_n2o_e,,,EX_n2o_e
253,EX_na1_e,,,EX_na1_e
254,EX_nac_e,,,EX_nac_e
255,EX_nh4_e,,,EX_nh4_e
256,EX_ni2_e,,,EX_ni2_e
257,EX_nmn_e,,,EX_nmn_e
258,EX_taur_e,,,EX_taur_e
259,EX_tcynt_e,,,EX_tcynt_e
260,EX_thm_e,,,EX_thm_e
261,EX_thr__L_e,,,EX_thr__L_e
262,EX_thrp_e,,,EX_thrp_e
263,EX_no_e,,,EX_no_e
264,EX_no2_e,,,EX_no2_e
265,EX_no3_e,,,EX_no3_e
266,EX_thym_e,,,EX_thym_e
267,EX_thymd_e,,,EX_thymd_e
268,EX_novbcn_e,,,EX_novbcn_e
269,2AGPE141tipp,108.3885892157994,3.266806379542686e-05,2AGPE141tipp
270,EX_o16a4colipa_e,,,EX_o16a4colipa_e
271,EX_tma_e,,,EX_tma_e
272,EX_tmao_e,,,EX_tmao_e
273,EX_tre_e,,,EX_tre_e
274,EX_o2_e,,,EX_o2_e
275,2AGPE160tipp,125.50341847632905,3.760479012271389e-05,2AGPE160tipp
276,EX_o2s_e,,,EX_o2s_e
277,EX_trp__L_e,,,EX_trp__L_e
278,EX_ocdca_e,,,EX_ocdca_e
279,2AGPE161tipp,,,2AGPE161tipp
280,EX_ocdcea_e,,,EX_ocdcea_e
281,EX_octa_e,,,EX_octa_e
282,EX_tsul_e,,,EX_tsul_e
283,EX_ttdca_e,,,EX_ttdca_e
284,EX_ttdcea_e,,,EX_ttdcea_e
285,EX_orn_e,,,EX_orn_e
286,EX_orot_e,,,EX_orot_e
287,EX_ttrcyc_e,,,EX_ttrcyc_e
288,EX_pacald_e,,,EX_pacald_e
289,2AGPE180tipp,136.91331199719804,3.70005946024321e-05,2AGPE180tipp
290,EX_peamn_e,,,EX_peamn_e
291,EX_tungs_e,,,EX_tungs_e
292,EX_tym_e,,,EX_tym_e
293,EX_tyr__L_e,,,EX_tyr__L_e
294,EX_tyrp_e,,,EX_tyrp_e
295,EX_phe__L_e,,,EX_phe__L_e
296,EX_pheme_e,,,EX_pheme_e
297,EX_pi_e,,,EX_pi_e
298,EX_pnto__R_e,,,EX_pnto__R_e
299,EX_ppa_e,,,EX_ppa_e
300,EX_uacgam_e,,,EX_uacgam_e
301,EX_udpacgal_e,,,EX_udpacgal_e
302,2AGPE181tipp,131.20836862814238,3.85247367375996e-05,2AGPE181tipp
303,EX_udpg_e,,,EX_udpg_e
304,EX_udpgal_e,,,EX_udpgal_e
305,EX_udpglcur_e,,,EX_udpglcur_e
306,EX_ppal_e,,,EX_ppal_e
307,EX_pppn_e,,,EX_pppn_e
308,EX_ppt_e,,,EX_ppt_e
309,EX_pro__L_e,,,EX_pro__L_e
310,EX_ump_e,,,EX_ump_e
311,EX_progly_e,,,EX_progly_e
312,EX_ura_e,,,EX_ura_e
313,2AGPEAT120,,,2AGPEAT120
314,EX_urea_e,,,EX_urea_e
315,EX_psclys_e,,,EX_psclys_e
316,EX_pser__L_e,,,EX_pser__L_e
317,EX_uri_e,,,EX_uri_e
318,EX_val__L_e,,,EX_val__L_e
319,2AGPEAT140,,,2AGPEAT140
320,EX_ptrc_e,,,EX_ptrc_e
321,EX_pydam_e,,,EX_pydam_e
322,EX_xan_e,,,EX_xan_e
323,EX_pydx_e,,,EX_pydx_e
324,EX_xmp_e,,,EX_xmp_e
325,EX_pydxn_e,,,EX_pydxn_e
326,2AGPEAT141,,,2AGPEAT141
327,EX_pyr_e,,,EX_pyr_e
328,EX_quin_e,,,EX_quin_e
329,EX_xtsn_e,,,EX_xtsn_e
330,EX_xyl__D_e,,,EX_xyl__D_e
331,EX_xylu__L_e,,,EX_xylu__L_e
332,EX_zn2_e,,,EX_zn2_e
333,12DGR120tipp,148.3285930449564,4.046773392474279e-05,12DGR120tipp
334,EX_r5p_e,,,EX_r5p_e
335,EX_rfamp_e,,,EX_rfamp_e
336,EX_rib__D_e,,,EX_rib__D_e
337,EX_rmn_e,,,EX_rmn_e
338,EX_sbt__D_e,,,EX_sbt__D_e
339,12DGR140tipp,,,12DGR140tipp
340,2AGPEAT160,-21.45471496577901,39.93135452270508,2AGPEAT160
341,12DGR141tipp,159.7384847347702,5.319521005731076e-05,12DGR141tipp
342,12DGR160tipp,193.96816346632127,6.888054485898465e-05,12DGR160tipp
343,12DGR161tipp,182.55825468666364,8.004685514606535e-05,12DGR161tipp
344,EX_sel_e,,,EX_sel_e
345,EX_ser__D_e,,,EX_ser__D_e
346,12DGR180tipp,216.7879468459497,4.858337342739105e-05,12DGR180tipp
347,EX_ser__L_e,,,EX_ser__L_e
348,2AGPEAT161,,,2AGPEAT161
349,EX_skm_e,,,EX_skm_e
350,12DGR181tipp,205.37805027332308,5.980199421173893e-05,12DGR181tipp
351,12PPDRtex,4.3869019350495364e-07,6.801803920097882e-06,12PPDRtex
352,2AGPEAT180,-20.562255096394047,40.849910736083984,2AGPEAT180
353,12PPDRtpp,22.819783076288022,5.073834472568706e-06,12PPDRtpp
354,12PPDStex,-7.05719003235572e-07,6.160795237519778e-06,12PPDStex
355,2AGPEAT181,-15.937219120735172,2.8197450637817383,2AGPEAT181
356,12PPDStpp,22.819784087182796,5.654605502058985e-06,12PPDStpp
357,2AGPG120tipp,,,2AGPG120tipp
358,14GLUCANabcpp,,,14GLUCANabcpp
